lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
39,150.3,0,2,21,4,1,2,2018,2,0
1,114.0,0,8,10,4,1,1,2017,2,1
153,85.0,0,6,30,4,3,1,2018,2,0
269,70.0,0,12,29,3,3,2,2018,1,1
8,200.2,1,9,30,4,1,0,2018,1,1
91,152.1,0,8,6,4,1,2,2018,3,1
75,112.79,1,10,22,4,2,2,2018,2,0
16,133.6,0,12,10,4,7,4,2018,2,1
73,59.5,0,3,20,3,2,2,2018,2,1
2,102.0,2,2,12,4,2,0,2018,2,1
24,95.2,1,12,25,4,2,2,2018,2,1
73,69.7,1,3,28,3,3,1,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
3,130.0,2,10,28,4,2,2,2018,2,1
110,72.8,0,4,20,4,2,0,2018,2,1
8,101.0,1,4,18,4,0,1,2018,2,1
59,89.25,2,10,8,4,3,2,2017,2,1
5,0.0,2,10,26,1,1,0,2018,2,1
35,73.1,0,3,2,4,2,0,2018,2,0
86,109.8,1,11,30,4,2,0,2018,2,0
193,106.71,2,9,10,4,1,2,2018,2,0
159,144.0,0,9,19,4,2,1,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
1,80.0,0,1,19,3,3,0,2018,1,1
78,60.0,2,3,3,3,3,1,2018,2,1
43,123.3,2,9,2,4,2,1,2018,2,1
99,65.0,0,10,30,4,2,2,2017,2,0
10,110.0,0,9,30,0,1,0,2018,1,0
68,75.65,1,4,1,4,2,2,2018,2,0
38,118.58,1,3,19,4,2,2,2018,3,0
287,100.3,0,9,29,4,3,1,2018,2,0
277,79.57,0,9,5,3,5,2,2018,1,1
276,61.0,0,5,13,4,3,2,2018,2,0
3,169.0,1,9,15,4,2,0,2018,2,1
18,75.0,2,12,18,4,1,0,2017,2,1
200,76.5,3,8,22,4,1,0,2017,2,1
123,108.3,0,4,29,4,2,1,2018,2,0
99,94.35,1,6,27,4,4,1,2018,2,1
45,55.24,1,2,6,4,2,2,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,0
56,103.28,1,3,28,3,3,1,2018,2,1
82,80.39,1,10,26,4,2,0,2018,2,1
10,129.0,1,6,16,4,3,0,2018,2,0
36,129.0,1,10,26,4,4,0,2018,2,0
120,80.75,1,4,12,4,4,0,2018,2,1
60,65.0,1,10,12,3,3,1,2017,2,1
7,89.0,0,4,11,4,0,1,2018,1,1
111,120.0,0,10,10,3,0,1,2018,1,0
81,65.0,0,3,25,3,2,2,2018,2,0
96,90.0,0,11,16,4,3,0,2018,2,1
30,72.0,1,2,28,3,1,2,2018,2,1
63,121.5,2,7,23,4,1,0,2018,2,1
17,97.2,0,11,20,4,14,6,2018,1,0
0,82.33,0,2,14,4,1,2,2018,2,1
26,99.17,2,11,12,4,4,2,2018,2,1
39,135.0,1,11,10,4,3,0,2018,2,1
44,113.7,1,10,20,4,3,0,2018,2,1
271,101.33,1,9,21,4,3,0,2018,2,0
33,152.1,1,8,11,4,1,0,2018,2,1
113,58.0,1,3,25,3,2,1,2018,2,1
4,95.0,0,5,2,3,0,1,2018,2,1
8,130.0,0,11,5,3,1,0,2018,2,1
113,134.3,2,7,10,4,2,2,2018,3,1
164,100.0,0,10,2,3,2,0,2017,1,1
37,211.5,0,6,10,4,3,2,2018,2,0
193,120.0,0,6,20,4,2,1,2018,2,0
12,77.0,1,1,15,4,2,0,2018,2,1
105,71.4,0,9,16,4,4,0,2017,2,1
149,130.5,0,8,12,4,2,1,2018,2,0
268,96.3,2,10,28,4,2,1,2018,2,1
50,78.3,0,2,26,4,2,0,2018,2,0
53,88.4,0,11,21,4,3,1,2018,2,1
11,120.12,1,8,20,4,2,2,2018,1,1
14,136.0,2,10,26,4,1,1,2017,2,1
43,115.5,0,5,31,4,3,0,2018,1,1
47,168.3,1,9,11,4,1,2,2018,3,1
23,119.0,1,10,20,4,2,0,2018,2,0
66,102.6,1,12,7,4,3,0,2018,2,1
99,65.0,0,10,30,3,2,2,2017,2,0
259,90.0,0,5,5,3,3,0,2018,2,0
145,65.0,0,1,3,3,1,2,2018,2,1
28,109.0,1,4,21,4,2,0,2018,2,1
14,96.0,1,7,20,4,1,0,2018,1,1
74,109.0,0,9,18,3,2,0,2017,2,1
154,100.8,0,8,24,4,2,0,2018,1,0
45,78.54,2,10,16,4,2,2,2017,2,1
159,130.05,1,8,3,4,4,0,2018,3,0
46,86.4,2,11,23,4,1,0,2018,1,1
75,105.0,0,10,30,3,0,2,2018,2,0
94,137.7,0,7,13,4,2,0,2018,3,1
162,115.0,0,10,14,3,2,2,2018,1,0
128,140.7,1,8,4,4,3,0,2018,3,1
18,88.0,0,2,19,4,2,0,2018,2,1
39,129.7,0,9,25,4,0,1,2018,1,1
251,79.29,0,12,31,4,5,2,2018,2,0
6,65.0,0,9,30,2,2,0,2017,1,1
0,80.75,0,6,12,3,0,1,2018,2,1
6,88.51,1,4,21,4,3,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
35,144.9,1,8,1,4,0,1,2018,2,1
6,87.0,2,3,3,4,1,0,2018,2,1
24,119.0,1,9,28,4,1,0,2018,2,1
170,95.13,2,7,24,4,5,2,2018,3,1
275,90.0,0,10,5,4,4,1,2018,2,0
160,106.75,0,8,8,4,5,2,2018,2,0
0,67.0,0,11,25,2,1,0,2018,1,1
23,74.8,1,12,1,4,3,1,2018,2,1
200,51.0,0,12,1,3,3,2,2018,2,1
12,87.0,1,1,8,4,2,1,2018,2,1
195,147.0,0,8,23,4,5,1,2018,2,0
29,85.0,0,12,2,2,2,0,2018,2,1
53,72.76,2,7,18,4,2,1,2018,2,1
155,105.3,0,7,25,4,1,1,2018,2,0
7,127.0,1,2,10,4,4,1,2018,3,0
102,109.0,0,10,16,3,2,0,2017,2,1
265,115.0,1,6,24,3,2,0,2018,2,0
12,65.0,1,6,14,2,2,0,2018,1,1
138,94.5,0,8,22,3,1,2,2017,2,0
11,119.0,1,4,18,4,0,1,2018,2,1
30,104.64,1,9,15,4,2,0,2018,2,1
1,138.0,1,8,20,4,1,0,2018,2,1
274,99.45,1,10,19,4,4,0,2018,2,0
63,168.3,0,8,8,4,0,1,2018,3,0
39,109.0,0,8,14,3,2,0,2017,2,1
36,109.0,1,10,28,4,2,1,2018,1,1
41,85.0,0,10,24,3,3,1,2018,2,1
196,150.45,1,9,19,4,3,1,2018,3,0
20,154.0,1,7,17,4,0,1,2018,1,1
2,90.47,1,4,1,4,2,0,2018,3,1
73,85.67,0,11,24,3,3,0,2017,2,1
6,97.02,1,10,18,4,2,2,2017,2,1
71,120.0,0,6,14,3,3,0,2018,1,1
166,110.0,0,11,1,3,3,0,2018,1,0
32,72.9,0,2,5,4,2,1,2018,1,0
111,148.5,2,8,6,4,1,2,2018,2,1
266,117.3,2,10,30,4,2,2,2018,3,0
62,75.0,0,9,21,3,1,0,2018,1,1
19,120.12,2,5,3,4,3,0,2018,1,1
12,60.0,0,8,5,2,3,0,2017,1,1
67,82.99,3,2,22,4,4,1,2018,2,1
302,100.0,0,9,16,3,2,1,2018,2,0
12,58.0,0,1,5,3,1,0,2018,2,1
35,94.5,1,4,22,4,2,1,2018,1,1
20,98.4,0,10,12,4,5,1,2017,2,1
23,79.0,1,2,12,4,2,1,2018,2,0
80,105.3,0,7,20,4,1,0,2018,2,0
9,186.0,1,3,20,4,1,2,2018,3,1
17,82.08,0,10,20,4,3,0,2017,2,1
247,73.95,0,12,26,4,3,1,2018,2,0
279,110.0,0,10,12,3,3,0,2018,2,0
256,115.0,1,6,15,3,2,0,2018,2,0
35,136.62,3,4,19,4,5,0,2018,3,1
205,143.1,0,9,6,4,1,0,2018,2,0
28,108.42,1,6,14,4,3,0,2018,1,1
9,157.0,0,6,8,4,2,0,2018,3,1
256,72.25,1,8,26,3,2,0,2018,2,1
22,199.82,1,8,30,4,2,0,2018,2,1
296,117.0,0,9,21,3,4,0,2018,2,0
100,80.75,1,4,17,3,2,2,2018,2,1
41,81.08,0,4,21,4,1,0,2018,2,0
5,98.32,0,5,16,2,2,1,2018,1,1
346,115.0,1,9,13,3,2,0,2018,2,0
9,79.0,1,2,13,4,1,0,2018,2,1
31,135.9,2,9,8,4,2,0,2018,2,1
29,60.0,0,1,2,3,1,2,2018,2,1
122,107.0,1,3,27,3,1,2,2018,2,1
99,72.25,2,12,5,4,1,2,2017,2,1
303,78.0,1,8,19,3,3,2,2018,2,1
30,88.4,0,3,4,4,2,0,2018,2,1
211,100.0,0,5,20,3,2,0,2018,2,0
46,93.6,3,11,18,4,2,0,2018,2,1
270,62.8,0,4,20,4,4,0,2018,2,0
46,94.5,0,9,18,4,1,0,2017,2,1
69,140.4,0,4,30,4,1,1,2018,2,0
6,65.0,0,11,24,2,1,0,2017,1,1
301,115.0,1,7,30,3,1,1,2018,2,0
88,0.0,1,12,4,1,2,0,2017,2,1
71,75.0,0,12,2,3,2,1,2018,2,1
56,120.0,0,6,8,3,1,0,2018,2,1
10,141.0,0,5,7,4,1,0,2018,1,0
71,108.0,1,10,18,4,3,0,2018,2,1
0,85.0,0,11,12,4,2,0,2017,2,1
128,162.0,2,9,24,4,3,2,2018,3,1
183,110.0,1,9,8,3,3,0,2018,2,0
12,65.0,0,10,7,2,1,0,2017,1,1
95,90.9,2,10,31,4,0,1,2018,2,1
94,108.0,0,10,6,4,3,1,2018,2,0
8,171.0,1,8,8,4,0,1,2018,2,1
67,119.0,1,12,4,4,2,2,2018,3,1
32,136.0,1,10,24,4,1,1,2017,1,1
59,119.0,1,12,4,4,2,2,2018,3,1
21,88.0,0,10,25,4,3,0,2018,2,0
28,115.03,1,4,17,4,1,2,2018,2,0
27,120.0,0,6,9,3,1,0,2018,2,1
280,110.0,0,9,19,3,2,1,2018,2,0
418,75.0,0,9,26,3,2,1,2018,2,0
49,60.0,0,1,22,3,2,1,2018,2,1
70,121.55,2,4,4,4,3,1,2018,3,1
11,127.6,1,8,19,4,1,0,2018,2,1
133,127.15,1,5,24,4,5,1,2018,2,1
41,139.5,2,10,4,4,5,0,2018,2,1
110,94.5,0,7,25,3,1,2,2017,2,0
290,86.7,0,12,1,4,3,1,2018,2,0
79,109.8,2,12,9,4,2,1,2018,2,1
198,90.95,1,7,1,4,5,2,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,0
46,79.2,1,12,16,4,2,1,2018,2,1
14,74.61,2,9,2,4,5,2,2017,2,1
1,145.5,1,10,4,4,2,2,2017,2,1
27,120.0,0,6,9,3,1,0,2018,2,1
12,91.63,0,12,26,4,3,1,2018,2,1
78,82.45,1,3,31,4,4,2,2018,2,1
3,166.0,1,8,5,4,2,2,2018,2,1
180,54.75,2,11,13,4,0,1,2018,2,1
28,110.0,0,11,2,4,1,0,2018,1,0
29,85.0,0,12,2,2,2,0,2018,2,1
76,90.95,1,4,10,4,2,2,2018,2,1
15,145.0,1,7,8,4,2,1,2018,1,0
4,80.08,1,3,14,4,2,1,2018,1,1
100,93.08,1,4,26,4,4,0,2018,2,1
43,85.0,0,10,13,3,1,0,2017,2,1
35,71.1,0,3,10,4,1,0,2018,1,0
8,158.0,2,9,9,4,1,0,2018,2,1
79,75.0,0,11,13,3,2,0,2017,2,1
47,86.35,1,3,11,4,2,2,2018,2,1
37,108.11,1,5,21,4,1,0,2018,2,1
21,102.85,2,6,9,4,1,0,2018,2,1
30,216.9,1,8,6,4,1,0,2018,2,1
126,178.5,2,7,13,4,4,1,2018,3,1
0,114.0,1,8,11,4,1,0,2017,1,1
138,71.0,0,4,23,3,1,2,2018,2,1
230,137.0,0,9,6,3,5,0,2018,2,0
108,65.96,0,3,13,4,2,2,2018,2,1
13,65.0,0,11,29,2,1,0,2018,1,1
3,0.0,0,11,18,1,2,0,2018,2,1
129,132.3,0,10,10,4,5,1,2018,2,0
137,105.3,0,4,21,4,3,0,2018,2,1
14,100.0,0,10,15,3,2,0,2017,1,1
120,140.59,2,5,12,4,3,1,2018,3,1
45,101.7,1,6,20,4,2,1,2018,2,0
15,107.0,3,11,10,4,2,0,2017,2,1
249,53.45,1,12,29,4,3,2,2018,1,1
51,154.35,1,7,9,4,2,2,2018,3,1
72,105.3,3,4,14,4,3,0,2018,2,1
47,140.4,1,5,21,4,1,1,2018,2,1
4,72.25,0,10,19,3,3,1,2017,2,1
32,70.0,0,12,27,3,5,1,2018,2,1
320,115.0,1,8,18,3,2,0,2018,2,0
245,81.77,1,9,15,4,1,0,2018,2,0
43,81.9,1,3,14,4,1,1,2018,2,0
59,121.5,0,5,19,4,1,0,2018,1,0
13,79.0,0,7,11,2,1,1,2018,1,1
7,141.95,1,5,30,4,0,1,2018,3,1
29,166.25,3,10,5,4,2,0,2018,2,1
126,86.36,0,8,8,3,2,1,2018,2,1
51,80.3,1,2,25,4,3,0,2018,2,1
317,78.3,0,11,19,4,1,1,2018,2,0
11,130.0,1,11,5,4,1,0,2018,2,0
221,65.0,0,10,10,3,1,2,2017,2,1
69,123.98,0,9,1,4,6,2,2018,2,0
10,114.73,1,9,7,4,1,0,2018,2,1
90,81.62,0,4,21,3,3,0,2018,2,1
52,99.0,3,8,28,4,0,1,2018,2,1
56,82.0,0,9,17,3,2,0,2017,2,1
142,129.6,1,9,20,4,5,1,2018,2,0
4,76.22,1,2,7,4,2,2,2018,1,1
9,61.5,0,1,16,4,6,2,2018,2,1
124,118.8,2,10,9,4,1,2,2018,2,1
323,112.0,1,5,17,3,4,0,2018,2,0
169,106.0,0,4,22,3,2,2,2018,2,0
250,95.0,0,9,26,3,3,1,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,1
100,110.0,0,9,28,3,4,0,2018,1,1
98,124.2,1,11,18,4,2,1,2018,2,1
34,177.33,0,9,23,3,3,0,2017,1,1
179,108.9,2,10,1,4,1,2,2018,2,0
338,87.3,0,12,15,4,3,0,2018,2,0
110,90.95,0,4,20,4,2,0,2018,2,1
49,75.0,0,11,14,3,2,1,2018,2,1
9,95.0,0,10,30,3,1,0,2017,1,1
71,72.25,0,10,11,3,3,0,2018,2,1
11,119.0,1,5,31,4,2,0,2018,2,0
152,76.58,1,5,2,4,3,1,2018,2,0
1,84.0,0,7,26,2,1,0,2018,1,1
34,82.23,1,9,25,4,1,2,2018,2,1
131,94.5,0,8,15,3,1,2,2017,2,1
1,90.0,0,8,21,4,2,1,2017,2,1
3,98.0,1,1,22,4,2,0,2018,2,1
23,119.0,1,10,20,4,2,0,2018,2,0
87,132.3,0,10,16,4,4,2,2018,2,0
245,110.0,0,7,6,3,4,2,2018,1,0
349,90.0,0,10,4,3,5,1,2018,2,0
130,85.5,1,8,1,4,1,2,2017,2,0
45,67.5,1,2,24,4,3,0,2018,2,0
305,89.0,0,11,4,3,2,1,2018,2,0
26,143.65,1,11,13,4,5,2,2018,1,0
188,130.0,0,6,15,3,2,0,2018,1,0
8,129.0,0,9,11,4,0,1,2018,1,1
28,169.0,1,7,27,4,1,0,2018,2,1
12,108.67,0,11,25,4,2,1,2018,2,0
0,265.0,0,7,8,4,2,2,2018,2,0
16,155.6,2,11,6,4,3,2,2018,1,1
129,101.18,3,12,8,4,2,0,2018,2,1
36,95.0,0,10,31,4,2,1,2018,2,0
30,140.0,0,6,2,3,2,0,2018,2,1
40,158.4,1,10,2,4,0,1,2018,3,1
100,93.3,1,3,25,4,2,1,2018,2,0
140,132.48,0,7,31,4,5,2,2018,3,1
304,89.0,0,11,3,3,3,0,2018,2,0
96,122.31,1,9,27,4,3,0,2018,2,0
43,64.0,2,12,26,3,2,2,2017,2,1
27,177.0,1,6,18,4,1,1,2018,3,1
1,79.0,0,2,14,4,0,1,2018,2,0
301,52.0,0,11,18,4,2,0,2018,2,0
70,100.0,0,6,3,3,2,0,2018,2,1
1,54.0,0,2,20,3,1,2,2018,2,1
105,114.3,1,7,7,4,3,1,2018,2,1
94,152.1,0,8,14,4,2,2,2018,2,0
24,119.25,0,9,17,4,3,1,2017,2,1
10,93.0,1,2,24,4,4,0,2018,2,1
86,95.2,1,4,26,4,5,1,2018,2,1
174,90.9,3,11,1,4,3,0,2018,2,1
1,81.0,0,2,20,4,1,0,2018,2,1
26,110.0,1,8,31,4,2,0,2018,2,1
108,158.4,1,12,26,4,4,1,2018,2,0
79,52.85,2,11,18,4,4,0,2017,2,1
10,109.0,2,2,20,4,1,2,2018,2,1
21,107.64,1,11,8,4,7,2,2018,2,1
71,120.0,0,6,14,3,3,0,2018,1,1
87,166.85,1,7,5,4,2,0,2018,3,1
159,65.0,1,4,9,3,1,1,2018,1,1
57,82.45,2,3,11,4,2,2,2018,2,1
15,106.33,2,11,29,4,3,0,2018,2,1
0,99.0,0,8,11,4,1,0,2017,1,1
59,102.6,0,6,27,4,3,1,2018,2,0
138,79.2,1,11,12,4,1,0,2018,1,0
52,149.4,1,7,31,4,0,2,2018,2,1
52,84.8,1,2,18,4,2,0,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
73,140.4,2,8,6,4,1,2,2018,2,1
43,126.9,1,7,1,4,2,1,2018,2,1
172,80.75,0,9,16,3,2,2,2018,2,1
193,100.0,0,6,20,4,2,1,2018,1,0
132,119.0,1,12,3,4,2,2,2018,3,0
62,91.48,1,4,22,4,1,0,2018,2,1
175,162.9,0,10,28,4,2,2,2018,2,0
79,91.2,2,11,19,4,5,2,2018,2,1
22,130.9,3,11,16,4,4,0,2018,3,1
16,97.5,0,8,31,4,1,1,2017,2,1
214,96.9,2,9,30,4,2,2,2018,2,1
35,107.1,1,3,27,4,0,2,2018,2,1
215,97.71,0,9,28,4,2,0,2018,2,0
12,110.0,0,9,19,2,3,1,2018,1,0
187,96.05,0,8,28,4,5,2,2018,2,0
81,80.75,0,10,16,3,3,2,2018,2,1
0,65.0,0,11,3,2,3,0,2017,1,1
28,130.9,2,12,15,4,3,1,2018,3,1
35,99.0,0,9,26,4,0,1,2018,1,0
18,129.0,0,4,13,2,1,0,2018,2,1
20,58.0,0,12,27,3,1,2,2017,2,1
0,129.0,0,8,18,4,1,0,2017,2,1
13,100.0,1,9,15,2,1,0,2018,2,0
88,76.5,0,4,7,4,2,0,2018,2,0
111,85.86,0,4,24,4,2,2,2018,2,1
32,0.0,0,11,20,4,2,0,2017,1,1
66,99.9,0,4,4,4,1,1,2018,1,1
72,168.3,1,9,6,4,2,0,2018,3,1
10,137.0,0,3,29,4,1,0,2018,3,0
3,113.46,2,5,29,4,4,2,2018,2,1
59,104.64,1,8,5,4,2,1,2018,2,1
186,137.7,0,8,27,4,1,0,2018,3,0
19,148.0,1,12,30,4,2,0,2018,2,1
68,48.0,0,9,29,3,2,0,2017,2,1
7,109.0,0,10,26,4,1,0,2018,1,1
109,97.75,0,7,13,3,4,2,2018,2,1
0,81.0,0,8,6,4,3,1,2017,2,1
111,196.35,1,12,25,4,2,2,2018,2,0
53,60.0,1,1,24,3,1,2,2018,2,1
17,67.0,0,11,17,2,1,0,2018,1,0
159,70.0,0,2,13,3,1,0,2018,2,1
3,65.0,1,7,11,2,1,1,2018,1,1
68,73.9,0,3,3,4,2,0,2018,1,1
7,171.0,0,8,6,4,3,2,2018,2,0
244,85.85,0,10,30,4,3,2,2018,2,0
0,107.0,1,11,2,4,4,1,2017,2,1
50,58.94,1,1,24,4,3,2,2018,2,1
50,111.6,2,12,25,4,0,1,2018,2,1
15,152.0,2,4,26,4,2,0,2018,3,1
0,77.6,0,1,30,3,1,0,2018,2,1
7,80.0,0,3,16,3,3,0,2018,2,1
1,62.91,1,2,5,4,2,2,2018,1,1
335,80.0,0,10,13,3,3,0,2018,1,1
74,101.5,0,9,18,3,2,0,2017,2,1
12,65.0,0,8,5,2,3,0,2017,2,1
119,90.9,0,4,15,4,2,0,2018,1,1
44,113.52,0,4,10,4,3,2,2018,2,0
109,90.96,1,5,8,3,3,2,2018,2,1
62,143.1,0,5,7,4,1,0,2018,2,0
148,67.0,0,12,30,3,4,1,2017,2,1
172,79.03,1,7,4,4,4,1,2018,2,1
25,109.4,1,4,17,4,3,2,2018,2,1
14,107.67,1,11,18,4,2,1,2018,2,1
5,89.0,0,4,19,4,1,0,2018,2,1
8,90.0,2,8,26,4,2,0,2017,2,1
1,179.0,1,6,14,4,2,0,2018,3,1
17,88.0,1,11,13,4,1,2,2018,2,0
1,221.0,0,6,3,4,1,0,2018,2,0
113,129.6,1,9,11,4,3,2,2018,2,1
386,115.0,1,10,23,4,0,2,2018,2,0
8,54.75,0,9,9,3,4,0,2017,2,1
188,130.0,0,6,15,3,2,0,2018,1,0
36,214.76,2,8,7,4,0,1,2018,2,1
212,129.65,1,9,26,4,3,1,2018,2,0
105,119.85,2,6,11,4,5,2,2018,2,1
6,152.84,1,9,20,4,0,2,2017,2,1
29,152.0,2,10,5,4,2,0,2018,2,1
336,84.13,0,9,21,3,6,2,2018,2,1
45,86.55,1,2,27,4,1,0,2018,2,1
2,67.0,1,4,21,2,1,0,2018,1,1
68,137.4,1,6,3,4,2,1,2018,2,1
12,119.0,2,8,1,4,2,1,2018,2,1
207,80.75,0,7,28,4,4,2,2018,2,0
245,75.0,0,6,17,3,2,0,2018,2,0
222,70.55,2,12,27,4,5,0,2018,2,1
55,100.0,0,9,9,2,2,0,2017,2,0
79,75.0,0,4,27,3,3,0,2018,2,1
13,72.22,0,12,6,4,1,2,2017,2,1
67,161.1,1,5,12,4,3,0,2018,2,1
304,89.0,0,11,3,3,3,0,2018,2,0
5,206.0,3,5,28,4,1,0,2018,3,1
12,72.0,0,10,4,3,0,1,2017,2,1
200,89.25,1,10,2,4,2,1,2017,2,1
3,0.0,0,6,27,1,0,1,2018,1,1
297,118.0,1,9,23,4,2,0,2018,2,0
262,63.75,0,12,14,4,4,2,2018,2,0
49,85.5,0,10,25,3,2,0,2018,2,1
13,85.0,1,3,20,3,0,1,2018,2,1
57,90.67,1,6,10,3,2,1,2018,2,1
35,125.1,0,7,25,4,0,1,2018,2,0
23,105.0,1,10,18,3,2,2,2017,3,1
57,177.3,2,4,23,4,1,2,2018,2,1
38,112.5,1,4,3,4,1,2,2018,1,1
111,72.25,1,12,3,4,3,2,2017,2,0
188,130.0,0,6,15,3,2,0,2018,1,0
23,198.9,0,5,7,4,2,2,2018,2,0
275,110.0,0,4,17,3,0,2,2018,2,0
23,115.0,1,4,27,4,1,0,2018,2,1
52,74.8,0,12,4,4,2,2,2018,2,0
30,111.3,0,4,14,4,3,0,2018,2,1
23,88.0,2,11,17,4,2,0,2018,2,1
3,90.67,0,6,10,3,2,1,2018,2,1
0,90.0,1,8,6,4,1,0,2017,2,1
7,0.0,2,11,10,1,2,0,2018,2,1
205,125.0,0,5,29,3,1,2,2018,3,0
201,68.8,3,11,1,4,4,0,2018,2,1
221,80.0,0,8,12,3,1,0,2018,2,0
0,65.0,0,3,21,2,1,1,2018,1,1
57,85.85,1,3,29,4,4,0,2018,2,1
31,151.4,1,3,23,4,3,0,2018,2,1
6,95.0,0,10,27,3,1,0,2018,2,1
27,90.84,1,5,22,4,2,2,2018,2,1
49,71.0,0,12,30,3,4,0,2017,2,1
27,163.8,0,10,3,4,4,1,2018,2,0
72,104.4,0,10,26,4,2,0,2018,2,1
270,62.8,0,4,20,3,4,0,2018,2,0
114,140.4,0,5,24,4,3,0,2018,2,1
166,96.3,1,6,26,4,0,1,2018,2,1
173,65.49,1,7,11,4,3,1,2018,1,1
46,106.2,2,11,3,4,3,0,2018,2,1
12,125.0,0,7,6,2,1,0,2018,1,1
224,60.0,0,10,2,3,2,1,2017,1,1
60,90.9,1,3,31,4,2,0,2018,2,1
164,116.45,3,9,9,3,4,2,2018,2,1
96,76.5,0,9,1,3,7,2,2017,2,1
55,97.93,1,9,2,4,6,2,2017,2,1
67,151.2,2,10,17,4,3,1,2018,3,1
69,162.3,1,8,27,4,1,2,2018,3,0
8,128.5,2,6,20,4,3,1,2018,2,1
60,65.0,1,10,12,3,3,1,2017,2,1
103,115.0,0,4,19,4,2,0,2018,1,0
0,88.0,0,8,8,4,3,2,2017,2,1
8,104.25,1,12,13,4,0,1,2017,2,1
56,149.4,0,9,8,4,5,2,2018,2,0
21,141.0,1,9,2,4,2,2,2018,2,0
2,112.2,0,9,30,3,1,0,2017,2,1
103,115.0,0,4,19,3,2,0,2018,1,0
3,78.3,1,1,9,4,1,1,2018,2,1
151,105.3,1,7,15,4,1,0,2018,2,0
245,58.36,1,12,27,4,5,2,2018,2,0
9,89.0,0,4,19,4,1,0,2018,2,0
11,97.0,0,8,25,4,2,0,2017,1,1
44,54.71,1,11,15,4,5,1,2018,2,1
3,0.0,3,5,22,1,0,1,2018,2,1
15,202.58,1,7,19,4,4,0,2018,3,0
128,126.9,1,6,6,4,2,1,2018,2,1
6,228.0,3,8,28,4,1,2,2018,2,1
49,93.15,0,7,11,4,0,1,2018,2,0
100,100.0,0,9,28,3,4,0,2018,2,0
146,75.0,0,12,29,3,3,0,2017,2,1
1,98.0,0,8,9,4,0,2,2017,2,1
193,90.95,0,7,13,4,7,2,2018,2,0
10,6.0,0,10,4,1,1,2,2017,1,1
113,100.0,0,5,31,2,3,0,2018,1,0
277,60.29,4,11,13,4,1,2,2018,2,1
82,81.9,0,4,1,4,2,1,2018,1,1
2,120.0,1,10,22,4,1,0,2017,1,1
109,75.0,0,5,30,3,2,1,2018,2,1
70,100.0,0,6,3,3,2,0,2018,2,1
39,109.0,0,8,14,3,2,0,2017,2,1
25,81.86,1,3,8,4,5,2,2018,2,0
2,156.0,2,8,26,4,1,0,2017,2,1
56,93.6,1,11,25,4,2,0,2018,2,0
43,168.3,2,8,5,4,2,2,2018,3,1
35,99.0,0,9,26,3,0,1,2018,1,1
31,88.0,0,12,2,4,2,0,2018,2,0
7,78.0,1,11,30,4,2,0,2018,1,0
7,129.0,0,5,11,4,1,0,2018,1,0
164,99.45,0,7,27,4,5,2,2018,2,0
7,103.0,0,3,11,4,4,2,2018,1,0
247,115.0,1,6,6,4,1,1,2018,2,0
34,82.94,0,10,11,4,5,3,2017,2,1
62,68.72,2,10,19,4,4,1,2017,2,1
257,101.5,0,7,1,3,2,0,2017,2,0
51,148.75,1,11,4,4,2,2,2018,2,1
4,79.0,1,2,12,4,2,0,2018,2,1
9,97.0,1,3,17,4,1,0,2018,1,1
1,215.0,2,9,24,4,1,0,2017,2,1
169,97.54,2,8,18,4,2,0,2018,2,1
29,85.0,0,4,6,3,4,0,2018,2,1
229,67.5,0,12,9,4,2,1,2018,2,0
101,87.67,3,6,8,4,4,0,2018,2,1
74,58.0,0,2,15,3,2,1,2018,2,1
28,110.0,0,11,2,4,1,0,2018,1,0
240,80.75,0,10,27,4,3,1,2018,2,0
134,109.8,0,7,4,4,1,1,2018,2,1
31,210.6,1,7,18,4,3,1,2018,3,0
265,112.0,1,6,24,3,2,0,2018,2,0
0,135.0,1,7,5,4,1,0,2018,1,1
23,109.0,1,1,2,3,1,2,2018,2,1
39,101.5,0,8,14,3,2,0,2017,2,1
161,130.05,0,12,26,4,3,1,2018,2,1
103,118.8,3,10,17,4,4,1,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
8,108.57,0,5,10,4,2,0,2018,1,0
212,86.7,0,11,20,4,2,2,2018,2,0
0,90.0,2,8,6,4,1,0,2017,2,1
3,82.88,0,12,21,4,4,1,2018,2,1
176,137.7,2,8,6,4,1,2,2018,3,0
99,150.3,2,8,8,4,1,1,2018,3,1
1,93.0,0,7,20,3,1,0,2018,1,1
115,82.45,0,8,22,3,5,2,2018,2,1
240,140.4,0,9,30,4,2,0,2018,2,0
61,159.3,1,6,1,4,4,0,2018,3,0
66,152.15,1,5,9,4,3,1,2018,2,1
81,146.6,1,11,6,4,2,2,2018,1,1
26,77.0,0,11,16,2,3,0,2018,1,0
